title,urls
For Whom the Bell Tolls,https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance
"The Girl Who Played with Fire (Millennium, #2)",https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire
The Thorn Birds,https://www.goodreads.com/book/show/3412.The_Thorn_Birds
Death of a Salesman,https://www.goodreads.com/book/show/12898.Death_of_a_Salesman
A Walk in the Woods: Rediscovering America on the Appalachian Trail,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods
Othello,https://www.goodreads.com/book/show/12996.Othello
The Communist Manifesto,https://www.goodreads.com/book/show/30474.The_Communist_Manifesto
Beowulf,https://www.goodreads.com/book/show/52357.Beowulf
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",https://www.goodreads.com/book/show/37442.Wicked
Norwegian Wood,https://www.goodreads.com/book/show/11297.Norwegian_Wood
Room,https://www.goodreads.com/book/show/7937843-room
It,https://www.goodreads.com/book/show/830502.It
A Fine Balance,https://www.goodreads.com/book/show/5211.A_Fine_Balance
"Eragon (The Inheritance Cycle, #1)",https://www.goodreads.com/book/show/113436.Eragon
"Shōgun (Asian Saga, #1)",https://www.goodreads.com/book/show/402093.Sh_gun
Thirteen Reasons Why,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why
"The Chosen (Reuven Malther, #1)",https://www.goodreads.com/book/show/187181.The_Chosen
The Plague,https://www.goodreads.com/book/show/11989.The_Plague
The Reader,https://www.goodreads.com/book/show/101299.The_Reader
The Martian Chronicles,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles
The Trigger: Hunting the Assassin Who Brought the World to War,https://www.goodreads.com/book/show/18300212-the-trigger
Who Moved My Cheese?,https://www.goodreads.com/book/show/4894.Who_Moved_My_Cheese_
The Awakening,https://www.goodreads.com/book/show/58345.The_Awakening
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",https://www.goodreads.com/book/show/28881.Lamb
"The Host (The Host, #1)",https://www.goodreads.com/book/show/1656001.The_Host
"Calvin and Hobbes (Calvin and Hobbes, #1)",https://www.goodreads.com/book/show/77727.Calvin_and_Hobbes
Do Androids Dream of Electric Sheep?,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep
"Cry, the Beloved Country",https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country
Steppenwolf,https://www.goodreads.com/book/show/16631.Steppenwolf
The Elephant Tree,https://www.goodreads.com/book/show/9293020-the-elephant-tree
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
Much Ado About Nothing,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing
Holy Bible: New International Version,https://www.goodreads.com/book/show/280111.Holy_Bible
